Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
39,PHI,Jawun Evans,Oklahoma State University,2,55,842,237,96,110,0.346,0.268,0.776,15.3,4.3,1.7,2,-0.4,-0.021,-5.1,-0.7
40,NOP,Dwayne Bacon,Florida State University,2,78,978,286,163,55,0.42,0.353,0.811,12.5,3.7,2.1,0.7,0.3,0.016,-5.4,-0.8
41,ATL,Tyler Dorsey,University of Oregon,2,86,1248,510,180,97,0.378,0.346,0.681,14.5,5.9,2.1,1.1,0.5,0.018,-4.7,-0.8
42,UTA,Thomas Bryant,Indiana University,2,66,1056,529,316,70,0.619,0.338,0.773,16,8,4.8,1.1,4,0.182,1.4,0.9
43,HOU,Isaiah Hartenstein,,1,27,220,53,47,14,0.488,0.333,0.786,8.1,2,1.7,0.5,0.4,0.087,-1.2,0
44,NYK,Damyean Dotson,University of Oregon,2,97,1802,701,267,112,0.43,0.367,0.707,18.6,7.2,2.8,1.2,2.1,0.057,-2,0
45,HOU,Dillon Brooks,University of Oregon,2,100,2680,1033,288,151,0.435,0.359,0.745,26.8,10.3,2.9,1.5,1.2,0.021,-3.5,-1
46,PHI,Sterling Brown,Southern Methodist University,2,102,1545,469,277,85,0.428,0.356,0.796,15.1,4.6,2.7,0.8,2.3,0.072,-2.7,-0.3
47,IND,Ike Anigbogu,"University of California, Los Angeles",2,14,36,13,12,1,0.333,,0.833,2.6,0.9,0.9,0.1,0,0.059,-6.8,0
48,MIL,Sindarius Thornwell,University of South Carolina,2,118,1408,330,176,82,0.417,0.338,0.676,11.9,2.8,1.5,0.7,0.9,0.03,-2.2,-0.1
49,DEN,Vlatko Cancar,,,,,,,,,,,,,,,,,,
50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,
51,DEN,Monte Morris,Iowa State University,2,64,1522,651,163,240,0.492,0.418,0.793,23.8,10.2,2.5,3.8,5,0.156,0.4,0.9
52,NOP,Edmond Sumner,Xavier University,2,18,169,43,20,7,0.34,0.2,0.417,9.4,2.4,1.1,0.4,-0.1,-0.019,-4.6,-0.1
53,BOS,Kadeem Allen,University of Arizona,2,28,332,120,40,57,0.439,0.296,0.743,11.9,4.3,1.4,2,0.6,0.08,-2.6,0
54,PHO,Alec Peters,Valparaiso University,1,20,225,82,37,12,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-3.3,-0.1
55,UTA,Nigel Williams-Goss,Gonzaga University,,,,,,,,,,,,,,,,,
56,BOS,Jabari Bird,University of California,1,13,115,39,19,8,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.098,-2.1,0
57,BRK,Aleksandar Vezenkov,,,,,,,,,,,,,,,,,,
58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,
59,SAS,Jaron Blossomgame,Clemson University,1,27,439,114,98,13,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.032,-4.4,-0.3
60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,
1,PHI,Ben Simmons,Louisiana State University,2,142,4809,2309,1211,1138,0.554,0,0.573,33.9,16.3,8.5,8,15.7,0.156,4.4,7.7
2,LAL,Brandon Ingram,Duke University,3,188,5936,2583,882,547,0.456,0.326,0.661,31.6,13.7,4.7,2.9,4.4,0.036,-2.7,-1
3,BOS,Jaylen Brown,University of California,3,205,4967,2255,819,257,0.458,0.359,0.663,24.2,11,4,1.3,8.2,0.08,-1.8,0.3
4,PHO,Dragan Bender,,3,151,2970,772,540,174,0.381,0.326,0.682,19.7,5.1,3.6,1.2,-0.4,-0.006,-3.4,-1
5,MIN,Kris Dunn,Providence College,3,164,3912,1376,526,709,0.418,0.313,0.717,23.9,8.4,3.2,4.3,1.4,0.017,-1.4,0.6
6,NOP,Buddy Hield,University of Oklahoma,3,223,5850,3216,894,417,0.45,0.424,0.86,26.2,14.4,4,1.9,8.5,0.07,-0.6,2.1
7,DEN,Jamal Murray,University of Kentucky,3,218,6159,3163,745,716,0.432,0.363,0.876,28.3,14.5,3.4,3.3,10.2,0.079,-1,1.5
8,SAC,Marquese Chriss,University of Washington,3,178,3525,1413,813,155,0.435,0.307,0.624,19.8,7.9,4.6,0.9,2.6,0.035,-2.1,0
9,TOR,Jakob Poeltl,University of Utah,3,195,3047,1047,856,141,0.639,0.5,0.569,15.6,5.4,4.4,0.7,10.5,0.166,2.5,3.4
10,MIL,Thon Maker,,3,173,2310,774,455,89,0.424,0.333,0.665,13.4,4.5,2.6,0.5,3.9,0.081,-2.2,-0.1
11,ORL,Domantas Sabonis,Gonzaga University,3,214,4909,2181,1408,395,0.512,0.343,0.729,22.9,10.2,6.6,1.8,12.2,0.12,-0.4,2
12,UTA,Taurean Prince,Baylor University,3,181,4555,2020,696,347,0.422,0.373,0.828,25.2,11.2,3.8,1.9,3.9,0.041,-1.5,0.6
13,PHO,Georgios Papagiannis,,2,39,477,160,123,29,0.514,0,0.857,12.2,4.1,3.2,0.7,0.4,0.044,-3,-0.1
14,CHI,Denzel Valentine,Michigan State University,2,134,3071,1074,544,307,0.399,0.374,0.754,22.9,8,4.1,2.3,3.1,0.048,-1.2,0.6
15,DEN,Juan Hernangomez,,3,144,2368,781,491,89,0.444,0.376,0.762,16.4,5.4,3.4,0.6,5.2,0.105,-1,0.6
16,BOS,Guerschon Yabusele,,2,64,408,139,88,28,0.43,0.286,0.694,6.4,2.2,1.4,0.4,0.9,0.105,-1,0.1
17,MEM,Wade Baldwin,Vanderbilt University,3,56,579,174,69,78,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.7,-0.5
18,DET,Henry Ellenson,Marquette University,3,62,567,249,145,33,0.368,0.342,0.805,9.1,4,2.3,0.5,0.2,0.014,-6.5,-0.6
19,DEN,Malik Beasley,Florida State University,3,145,2220,996,244,118,0.477,0.408,0.798,15.3,6.9,1.7,0.8,4.7,0.103,-1.4,0.3
20,IND,Caris LeVert,University of Michigan,3,149,3683,1645,529,488,0.439,0.329,0.717,24.7,11,3.6,3.3,4.9,0.063,-0.7,1.2
21,ATL,DeAndre Bembry,Saint Joseph's University,3,126,2331,737,398,231,0.437,0.282,0.571,18.5,5.8,3.2,1.8,0.2,0.005,-3.2,-0.7
22,CHO,Malachi Richardson,Syracuse University,3,70,625,198,70,24,0.358,0.301,0.783,8.9,2.8,1,0.3,-0.1,-0.009,-6.8,-0.8
23,BOS,Ante Zizic,,2,77,989,440,295,37,0.579,,0.727,12.8,5.7,3.8,0.5,2.4,0.115,-2.9,-0.2
24,PHI,Timothe Luwawu,,3,151,2255,827,261,139,0.381,0.316,0.823,14.9,5.5,1.7,0.9,1.4,0.03,-4.7,-1.5
25,LAC,Brice Johnson,University of North Carolina,2,21,107,47,34,3,0.449,0,0.6,5.1,2.2,1.6,0.1,0.1,0.062,-2.5,0
26,PHI,Furkan Korkmaz,,2,60,734,292,116,55,0.389,0.327,0.804,12.2,4.9,1.9,0.9,1.1,0.074,-2.4,-0.1
27,TOR,Pascal Siakam,New Mexico State University,3,197,4466,1811,978,351,0.529,0.295,0.736,22.7,9.2,5,1.8,13.4,0.144,2.2,4.7
28,PHO,Skal Labissiere,University of Kentucky,3,108,1969,848,475,105,0.475,0.357,0.754,18.2,7.9,4.4,1,2.7,0.065,-2.7,-0.4
29,SAS,Dejounte Murray,University of Washington,2,119,2065,784,501,279,0.441,0.316,0.708,17.4,6.6,4.2,2.3,3.2,0.074,0.3,1.2
30,GSW,Damian Jones,Vanderbilt University,3,49,584,174,112,30,0.643,,0.577,11.9,3.6,2.3,0.6,1.5,0.127,-0.3,0.2
31,BOS,Deyonta Davis,Michigan State University,2,98,1181,418,310,42,0.593,,0.64,12.1,4.3,3.2,0.4,3.2,0.13,-1.5,0.2
32,LAL,Ivica Zubac,,3,121,1672,786,492,90,0.535,0,0.772,13.8,6.5,4.1,0.7,4.2,0.12,-1.9,0.1
33,LAC,Cheick Diallo,University of Kansas,3,114,1316,573,477,38,0.58,0,0.741,11.5,5,4.2,0.3,4.1,0.148,-2.7,-0.2
34,PHO,Tyler Ulis,University of Kentucky,3,133,2782,998,223,537,0.403,0.28,0.808,20.9,7.5,1.7,4,0.5,0.008,-4.7,-1.9
35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,
36,MIL,Malcolm Brogdon,University of Virginia,3,180,5088,2305,639,659,0.483,0.407,0.898,28.3,12.8,3.6,3.7,13.1,0.124,0,2.6
37,HOU,Chinanu Onuaku,University of Louisville,2,6,74,18,14,4,0.583,,1,12.3,3,2.3,0.7,0.1,0.043,-4.1,0
38,MIL,Patrick McCaw,"University of Nevada, Las Vegas",3,144,2239,551,213,172,0.415,0.286,0.8,15.5,3.8,1.5,1.2,2.4,0.051,-2.6,-0.3
39,NOP,David Michineau,,,,,,,,,,,,,,,,,,
40,NOP,Diamond Stone,University of Maryland,1,7,24,10,6,0,0.231,,1,3.4,1.4,0.9,0,-0.1,-0.211,-24.1,-0.1
41,ORL,Stephen Zimmerman,"University of Nevada, Las Vegas",1,19,108,23,35,4,0.323,,0.6,5.7,1.2,1.8,0.2,0,-0.005,-7.3,-0.1
42,UTA,Isaiah Whitehead,Seton Hall University,2,89,1823,643,210,212,0.411,0.305,0.788,20.5,7.2,2.4,2.4,-0.9,-0.025,-4.9,-1.4
43,HOU,Zhou Qi,,2,19,125,24,22,2,0.212,0.105,0.667,6.6,1.3,1.2,0.1,-0.2,-0.093,-7.1,-0.2
44,ATL,Isaia Cordinier,,,,,,,,,,,,,,,,,,
45,BOS,Demetrius Jackson,University of Notre Dame,3,26,136,48,19,17,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.2,0.087,-2.1,0
46,DAL,A.J. Hammons,Purdue University,1,22,163,48,36,4,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,-0.001,-5.6,-0.1
47,ORL,Jake Layman,University of Maryland,3,120,1329,511,195,58,0.462,0.323,0.733,11.1,4.3,1.6,0.5,2.3,0.083,-1.3,0.2
48,CHI,Paul Zipser,,2,98,1667,458,256,82,0.371,0.335,0.769,17,4.7,2.6,0.8,0,-0.001,-4.8,-1.2
49,DET,Michael Gbinije,Syracuse University,1,9,32,4,3,2,0.1,0,1,3.6,0.4,0.3,0.2,-0.1,-0.136,-10.5,-0.1
50,IND,Georges Niang,Iowa State University,3,74,437,161,80,29,0.391,0.345,0.765,5.9,2.2,1.1,0.4,0.4,0.042,-3.6,-0.2
51,BOS,Ben Bentil,Providence College,1,3,10,0,2,0,0,0,,3.3,0,0.7,0,-0.1,-0.473,-26.9,-0.1
52,UTA,Joel Bolomboy,Weber State University,2,18,91,31,27,2,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.3,0.132,-3.7,0
53,DEN,Petr Cornelie,,,,,,,,,,,,,,,,,,
54,ATL,Kay Felder,Oakland University,2,58,526,223,59,78,0.364,0.268,0.754,9.1,3.8,1,1.3,-0.4,-0.041,-7.7,-0.8
55,BRK,Marcus Paige,University of North Carolina,1,5,28,12,4,3,0.286,0.25,1,5.6,2.4,0.8,0.6,0,-0.006,-6.9,0
56,DEN,Daniel Hamilton,University of Connecticut,2,25,232,69,52,30,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0,0,-5.2,-0.2
57,MEM,Wang Zhelin,,,,,,,,,,,,,,,,,,
58,BOS,Abdel Nader,Iowa State University,2,90,951,305,143,36,0.399,0.359,0.639,10.6,3.4,1.6,0.4,0.6,0.029,-5.5,-0.8
59,SAC,Isaiah Cousins,University of Oklahoma,,,,,,,,,,,,,,,,,
60,UTA,Tyrone Wallace,University of California,2,78,1352,468,184,101,0.435,0.236,0.669,17.3,6,2.4,1.3,0.6,0.021,-3.4,-0.5
1,MIN,Karl-Anthony Towns,University of Kentucky,4,306,10570,6739,3619,776,0.538,0.39,0.835,34.5,22,11.8,2.5,43.7,0.198,5,18.6
2,LAL,D'Angelo Russell,Ohio State University,4,253,7178,4061,918,1233,0.418,0.352,0.772,28.4,16.1,3.6,4.9,5.5,0.037,0,3.5
3,PHI,Jahlil Okafor,Duke University,4,173,3699,2018,893,160,0.526,0.182,0.686,21.4,11.7,5.2,0.9,4.9,0.064,-3.5,-1.4
4,NYK,Kristaps Porzingis,,3,186,5764,3312,1317,248,0.437,0.361,0.804,31,17.8,7.1,1.3,12.1,0.1,-0.1,2.8
5,ORL,Mario Hezonja,,4,267,4946,1884,780,326,0.414,0.323,0.801,18.5,7.1,2.9,1.2,2.2,0.021,-3.1,-1.4
6,SAC,Willie Cauley-Stein,University of Kentucky,4,275,6580,2764,1712,441,0.528,0.222,0.613,23.9,10.1,6.2,1.6,15.5,0.113,0.5,4.1
7,DEN,Emmanuel Mudiay,,4,230,5855,2665,697,958,0.392,0.318,0.734,25.5,11.6,3,4.2,-1,-0.008,-3.7,-2.6
8,DET,Stanley Johnson,University of Arizona,4,274,5991,1906,938,402,0.371,0.29,0.76,21.9,7,3.4,1.5,3.2,0.026,-2.1,-0.2
9,CHO,Frank Kaminsky,University of Wisconsin,4,261,5778,2489,1021,416,0.415,0.347,0.756,22.1,9.5,3.9,1.6,9.8,0.081,-1.2,1.2
10,MIA,Justise Winslow,Duke University,4,218,6143,1899,1165,560,0.415,0.342,0.651,28.2,8.7,5.3,2.6,7.1,0.055,-0.9,1.7
11,IND,Myles Turner,University of Texas at Austin,4,262,7322,3358,1719,322,0.498,0.366,0.772,27.9,12.8,6.6,1.2,20.7,0.136,1.3,6.2
12,UTA,Trey Lyles,University of Kentucky,4,279,4955,2159,1104,296,0.432,0.332,0.704,17.8,7.7,4,1.1,8.2,0.079,-2.4,-0.5
13,PHO,Devin Booker,University of Kentucky,4,255,8338,5277,866,1038,0.432,0.356,0.85,32.7,20.7,3.4,4.1,8.2,0.047,-1.4,1.2
14,OKC,Cameron Payne,Murray State University,4,153,2454,914,274,382,0.397,0.331,0.775,16,6,1.8,2.5,2.3,0.045,-2.9,-0.5
15,ATL,Kelly Oubre,University of Kansas,4,283,6149,2548,1029,226,0.42,0.321,0.779,21.7,9,3.6,0.8,7.9,0.062,-2.4,-0.6
16,BOS,Terry Rozier,University of Louisville,4,253,5025,1916,912,587,0.377,0.355,0.787,19.9,7.6,3.6,2.3,9.5,0.09,-0.4,2
17,MIL,Rashad Vaughn,"University of Nevada, Las Vegas",3,139,1671,423,158,75,0.337,0.313,0.692,12,3,1.1,0.5,-0.6,-0.017,-5.6,-1.5
18,HOU,Sam Dekker,University of Wisconsin,4,189,2907,1036,580,147,0.485,0.287,0.604,15.4,5.5,3.1,0.8,5.3,0.088,-1.8,0.1
19,WAS,Jerian Grant,University of Notre Dame,4,263,4810,1618,512,779,0.41,0.317,0.775,18.3,6.2,1.9,3,7.9,0.079,-2,-0.1
20,TOR,Delon Wright,University of Utah,4,179,3195,1207,440,421,0.445,0.344,0.816,17.8,6.7,2.5,2.4,8.8,0.132,1.6,2.9
21,DAL,Justin Anderson,University of Virginia,4,200,2643,1066,515,132,0.417,0.29,0.782,13.2,5.3,2.6,0.7,4.3,0.078,-1.9,0.1
22,CHI,Bobby Portis,University of Arkansas,4,228,4467,2252,1349,251,0.462,0.355,0.741,19.6,9.9,5.9,1.1,8.4,0.09,-1.8,0.2
23,POR,Rondae Hollis-Jefferson,University of Arizona,4,225,5402,2245,1331,449,0.444,0.228,0.742,24,10,5.9,2,8.9,0.079,-1,1.3
24,CLE,Tyus Jones,Duke University,4,227,3819,1053,330,698,0.413,0.329,0.812,16.8,4.6,1.5,3.1,7.2,0.091,-1.2,0.7
25,MEM,Jarell Martin,Louisiana State University,4,174,2853,975,618,110,0.436,0.354,0.767,16.4,5.6,3.6,0.6,3.1,0.052,-3.8,-1.3
26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,
27,LAL,Larry Nance Jr.,University of Wyoming,4,244,5486,1840,1552,380,0.54,0.286,0.692,22.5,7.5,6.4,1.6,15.2,0.133,2,5.5
28,BOS,R.J. Hunter,Georgia State University,3,44,369,116,43,16,0.361,0.282,0.889,8.4,2.6,1,0.4,0.3,0.039,-3.8,-0.2
29,BRK,Chris McCullough,Syracuse University,3,59,532,194,112,15,0.426,0.306,0.548,9,3.3,1.9,0.3,0.6,0.054,-2.3,0
30,GSW,Kevon Looney,"University of California, Los Angeles",4,186,2611,798,700,177,0.583,0.192,0.594,14,4.3,3.8,1,8.9,0.164,2,2.6
31,MIN,Cedi Osman,,2,117,2435,972,384,174,0.449,0.355,0.717,20.8,8.3,3.3,1.5,2.1,0.041,-2.3,-0.2
32,HOU,Montrezl Harrell,University of Louisville,4,236,4390,2527,1002,270,0.637,0.115,0.621,18.6,10.7,4.2,1.1,17.6,0.193,2.6,5.1
33,BOS,Jordan Mickey,Louisiana State University,3,64,482,152,128,17,0.449,0.118,0.605,7.5,2.4,2,0.3,0.5,0.05,-4.8,-0.3
34,LAL,Anthony Brown,Stanford University,3,41,762,161,103,28,0.328,0.286,0.85,18.6,3.9,2.5,0.7,-0.2,-0.016,-4.8,-0.5
35,PHI,Willy Hernangomez,,3,165,2436,1161,934,170,0.53,0.386,0.69,14.8,7,5.7,1,7.1,0.14,0,1.2
36,MIN,Rakeem Christmas,Syracuse University,2,30,225,63,57,4,0.467,,0.724,7.5,2.1,1.9,0.1,0.5,0.105,-4,-0.1
37,PHI,Richaun Holmes,Bowling Green State University,4,212,3566,1603,911,199,0.571,0.257,0.698,16.8,7.6,4.3,0.9,11.6,0.157,1.3,3
38,DET,Darrun Hilliard,Villanova University,3,91,859,295,85,71,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,0.016,-5.1,-0.7
39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,
40,MIA,Josh Richardson,University of Tennessee,4,245,7466,2955,772,678,0.429,0.376,0.818,30.5,12.1,3.2,2.8,14.7,0.094,0.8,5.2
41,BRK,Pat Connaughton,University of Notre Dame,4,195,2642,809,377,206,0.424,0.339,0.8,13.5,4.1,1.9,1.1,4.7,0.086,-1.3,0.5
42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,
43,IND,Joseph Young,University of Oregon,3,127,1077,429,130,119,0.393,0.296,0.768,8.5,3.4,1,0.9,0.4,0.016,-5.3,-0.9
44,PHO,Andrew Harrison,University of Kentucky,3,145,2987,1012,287,399,0.373,0.294,0.779,20.6,7,2,2.8,3.2,0.051,-2.7,-0.5
45,BOS,Marcus Thornton,College of William & Mary,,,,,,,,,,,,,,,,,
46,MIL,Norman Powell,"University of California, Los Angeles",4,235,3896,1617,475,280,0.435,0.331,0.803,16.6,6.9,2,1.2,6.5,0.08,-1.5,0.4
47,PHI,Arturas Gudaitis,,,,,,,,,,,,,,,,,,
48,OKC,Dakari Johnson,University of Kentucky,1,31,161,55,34,8,0.564,,0.55,5.2,1.8,1.1,0.3,0.6,0.178,0.3,0.1
49,WAS,Aaron White,University of Iowa,,,,,,,,,,,,,,,,,
50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,
51,ORL,Tyler Harvey,Eastern Washington University,,,,,,,,,,,,,,,,,
52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,
53,CLE,Sir'Dominic Pointer,St. John's University,,,,,,,,,,,,,,,,,
54,UTA,Dani Diez,,,,,,,,,,,,,,,,,,
55,SAS,Cady Lalanne,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,
56,NOP,Branden Dawson,Michigan State University,1,6,29,5,4,0,0.4,,1,4.8,0.8,0.7,0,0,0.069,-6.6,0
57,DEN,Nikola Radicevic,,,,,,,,,,,,,,,,,,
58,PHI,J.P. Tokoto,University of North Carolina,,,,,,,,,,,,,,,,,
59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,
60,PHI,Luka Mitrovic,,,,,,,,,,,,,,,,,,
1,CLE,Andrew Wiggins,University of Kansas,5,383,13795,7435,1623,817,0.439,0.33,0.737,36,19.4,4.2,2.1,12.9,0.045,-2.5,-1.8
2,MIL,Jabari Parker,Duke University,5,229,6845,3424,1290,483,0.487,0.34,0.741,29.9,15,5.6,2.1,10.8,0.076,-1.6,0.7
3,PHI,Joel Embiid,University of Kansas,3,148,4520,3545,1661,453,0.48,0.314,0.79,30.5,24,11.2,3.1,15.3,0.163,3,5.7
4,ORL,Aaron Gordon,University of Arizona,5,322,8839,3942,1974,657,0.45,0.316,0.705,27.5,12.2,6.1,2,16.7,0.09,0.1,4.8
5,UTA,Dante Exum,,4,201,3917,1207,354,459,0.403,0.306,0.77,19.5,6,1.8,2.3,2.9,0.035,-3.1,-1.1
6,BOS,Marcus Smart,Oklahoma State University,5,322,9149,2970,1154,1263,0.366,0.305,0.758,28.4,9.2,3.6,3.9,14.8,0.078,0.5,5.8
7,LAL,Julius Randle,University of Kentucky,5,294,8295,4360,2621,784,0.502,0.298,0.724,28.2,14.8,8.9,2.7,16.9,0.098,-0.4,3.3
8,SAC,Nik Stauskas,University of Michigan,5,316,6380,2153,649,495,0.389,0.348,0.81,20.2,6.8,2.1,1.6,3.4,0.025,-3.3,-2
9,CHH,Noah Vonleh,Indiana University,5,293,5133,1467,1577,216,0.45,0.315,0.681,17.5,5,5.4,0.7,8.1,0.076,-2.5,-0.7
10,PHI,Elfrid Payton,University of Louisiana at Lafayette,5,323,9491,3583,1363,2070,0.456,0.303,0.623,29.4,11.1,4.2,6.4,12.4,0.063,-0.4,3.9
11,DEN,Doug McDermott,Creighton University,5,322,6455,2492,696,255,0.454,0.404,0.827,20,7.7,2.2,0.8,10,0.074,-3.1,-1.7
12,ORL,Dario Saric,,3,220,5955,2791,1382,477,0.43,0.357,0.831,27.1,12.7,6.3,2.2,10.3,0.083,-0.5,2.2
13,MIN,Zach LaVine,"University of California, Los Angeles",5,285,8477,4495,948,984,0.445,0.372,0.833,29.7,15.8,3.3,3.5,7.9,0.045,-1.6,0.9
14,PHO,T.J. Warren,North Carolina State University,5,261,7234,3754,1078,293,0.497,0.34,0.766,27.7,14.4,4.1,1.1,13,0.086,-1.3,1.3
15,ATL,Adreian Payne,Michigan State University,4,107,1403,429,315,66,0.406,0.254,0.68,13.1,4,2.9,0.6,-0.6,-0.019,-5.5,-1.2
16,CHI,Jusuf Nurkic,,5,298,6768,3406,2339,546,0.491,0.077,0.656,22.7,11.4,7.8,1.8,15.1,0.107,1.1,5.3
17,BOS,James Young,University of Kentucky,4,95,812,219,96,28,0.367,0.277,0.563,8.5,2.3,1,0.3,0.8,0.046,-4,-0.4
18,PHO,Tyler Ennis,Syracuse University,4,186,2336,779,250,359,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-4.6,-1.5
19,CHI,Gary Harris,Michigan State University,5,291,8288,3649,745,628,0.462,0.363,0.803,28.5,12.5,2.6,2.2,15.3,0.089,0.1,4.3
20,TOR,Bruno Caboclo,,5,50,520,146,84,22,0.34,0.271,0.95,10.4,2.9,1.7,0.4,0,0.004,-3.5,-0.2
21,OKC,Mitch McGary,University of Michigan,2,52,557,227,183,17,0.527,0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-3.1,-0.2
22,MEM,Jordan Adams,"University of California, Los Angeles",2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.5,0.1
23,UTA,Rodney Hood,Duke University,5,301,8219,3811,874,585,0.42,0.367,0.841,27.3,12.7,2.9,1.9,15.2,0.089,-1,2.1
24,CHH,Shabazz Napier,University of Connecticut,5,284,4584,1831,489,581,0.393,0.353,0.812,16.1,6.4,1.7,2,6.3,0.066,-1.6,0.5
25,HOU,Clint Capela,,5,275,6754,3218,2448,246,0.63,0,0.513,24.6,11.7,8.9,0.9,27.6,0.196,1.6,6.2
26,MIA,P.J. Hairston,University of North Carolina,2,111,2000,664,266,59,0.343,0.295,0.81,18,6,2.4,0.5,0.9,0.021,-3.9,-1
27,PHO,Bogdan Bogdanovic,,2,127,3561,1649,406,459,0.436,0.367,0.827,28,13,3.2,3.6,5,0.067,-0.7,1.2
28,LAC,C.J. Wilcox,University of Washington,3,66,376,132,31,30,0.37,0.333,0.813,5.7,2,0.5,0.5,0.1,0.007,-5.2,-0.3
29,OKC,Josh Huestis,Stanford University,3,76,1068,187,180,23,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.8,-0.5
30,SAS,Kyle Anderson,"University of California, Los Angeles",5,300,5882,1601,1171,572,0.492,0.324,0.706,19.6,5.3,3.9,1.9,15.5,0.126,2.1,6.1
31,MIL,Damien Inglis,,1,20,156,36,31,10,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-6.4,-0.2
32,PHI,K.J. McDaniels,Clemson University,3,148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-3.3,-0.7
33,CLE,Joe Harris,University of Virginia,5,244,5364,2214,658,359,0.474,0.424,0.802,22,9.1,2.7,1.5,9.3,0.083,-0.7,1.7
34,NYK,Cleanthony Early,Wichita State University,2,56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.7,-0.8
35,UTA,Jarnell Stokes,University of Tennessee,3,28,151,67,40,7,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.202,1,0.1
36,MIL,Johnny O'Bryant III,Louisiana State University,4,147,1684,509,352,69,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,-6.4,-1.9
37,TOR,DeAndre Daniels,University of Connecticut,,,,,,,,,,,,,,,,,
38,DET,Spencer Dinwiddie,University of Colorado,5,234,5653,2486,609,1081,0.41,0.331,0.797,24.2,10.6,2.6,4.6,12.6,0.107,-0.5,2.1
39,PHI,Jerami Grant,Syracuse University,5,362,8535,3068,1386,372,0.464,0.324,0.65,23.6,8.5,3.8,1,16.7,0.094,-1.1,1.8
40,MIN,Glenn Robinson III,University of Michigan,5,205,2974,890,431,114,0.435,0.368,0.727,14.5,4.3,2.1,0.6,4.3,0.069,-2.6,-0.5
41,DEN,Nikola Jokic,,4,288,8106,4637,2727,1467,0.522,0.351,0.835,28.1,16.1,9.5,5.1,36.3,0.215,7.5,19.5
42,HOU,Nick Johnson,University of Arizona,1,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3
