Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
1,PHO,Deandre Ayton,University of Arizona,1,56,1732,918,587,107,0.588,0,0.757,30.9,16.4,10.5,1.9,4.8,0.134,0.7,1.2
2,SAC,Marvin Bagley,Duke University,1,47,1165,652,338,47,0.509,0.258,0.697,24.8,13.9,7.2,1,2.7,0.111,-1.4,0.2
3,ATL,Luka Doncic,,1,57,1837,1194,415,324,0.434,0.353,0.726,32.2,20.9,7.3,5.7,4.4,0.115,3.9,2.7
4,MEM,Jaren Jackson,Michigan State University,1,58,1515,798,272,64,0.506,0.359,0.766,26.1,13.8,4.7,1.1,3.5,0.111,0.3,0.9
5,DAL,Trae Young,University of Oklahoma,1,62,1897,1105,207,478,0.41,0.33,0.816,30.6,17.8,3.3,7.7,1.5,0.037,-2.5,-0.2
6,ORL,Mohamed Bamba,University of Texas at Austin,1,47,766,292,233,39,0.481,0.3,0.587,16.3,6.2,5,0.8,1.7,0.104,-0.1,0.4
7,CHI,Wendell Carter,Duke University,1,44,1110,455,307,78,0.485,0.188,0.795,25.2,10.3,7,1.8,2,0.084,-0.3,0.5
8,CLE,Collin Sexton,University of Alabama,1,62,1892,934,191,178,0.406,0.392,0.841,30.5,15.1,3.1,2.9,-1.4,-0.036,-6.2,-2
9,NYK,Kevin Knox,University of Kentucky,1,55,1557,688,245,55,0.36,0.33,0.725,28.3,12.5,4.5,1,-1.4,-0.042,-6.5,-1.8
10,PHI,Mikal Bridges,Villanova University,1,62,1735,500,190,121,0.428,0.346,0.779,28,8.1,3.1,2,2.1,0.057,0,0.9
11,CHO,Shai Gilgeous-Alexander,University of Kentucky,1,63,1606,616,167,187,0.459,0.313,0.807,25.5,9.8,2.7,3,1.6,0.047,-1.3,0.3
12,LAC,Miles Bridges,Michigan State University,1,59,1133,391,212,55,0.447,0.311,0.75,19.2,6.6,3.6,0.9,1.6,0.067,-1.8,0.1
13,LAC,Jerome Robinson,Boston College,1,24,223,78,27,8,0.38,0.341,0.667,9.3,3.3,1.1,0.3,0.1,0.021,-4.6,-0.1
14,DEN,Michael Porter,University of Missouri,,,,,,,,,,,,,,,,,
15,WAS,Troy Brown,University of Oregon,1,31,225,77,44,31,0.397,0.263,0.667,7.3,2.5,1.4,1,0.2,0.042,-4.6,-0.1
16,PHO,Zhaire Smith,Texas Tech University,,,,,,,,,,,,,,,,,
17,MIL,Donte DiVincenzo,Villanova University,1,23,358,110,56,27,0.393,0.246,0.818,15.6,4.8,2.4,1.2,0.5,0.06,-1.9,0
18,SAS,Lonnie Walker,University of Miami,1,6,57,14,10,2,0.19,0.333,1,9.5,2.3,1.7,0.3,-0.2,-0.168,-11.7,-0.1
19,ATL,Kevin Huerter,University of Maryland,1,56,1527,513,183,156,0.417,0.389,0.745,27.3,9.2,3.3,2.8,1,0.03,-2.1,0
20,MIN,Josh Okogie,Georgia Institute of Technology,1,54,1231,412,164,61,0.37,0.265,0.742,22.8,7.6,3,1.1,0.6,0.023,-2.4,-0.1
21,UTA,Grayson Allen,Duke University,1,29,286,114,11,18,0.306,0.271,0.711,9.9,3.9,0.4,0.6,-0.2,-0.034,-8.1,-0.4
22,CHI,Chandler Hutchison,Boise State University,1,44,895,229,185,34,0.459,0.28,0.605,20.3,5.2,4.2,0.8,0.6,0.033,-4.1,-0.5
23,IND,Aaron Holiday,"University of California, Los Angeles",1,39,455,209,55,58,0.379,0.299,0.882,11.7,5.4,1.4,1.5,0.5,0.053,-2.9,-0.1
24,POR,Anfernee Simons,,1,12,60,15,7,4,0.28,0,0.25,5,1.3,0.6,0.3,-0.4,-0.293,-16.8,-0.2
25,LAL,Moritz Wagner,University of Michigan,1,23,154,77,35,10,0.431,0.375,0.6,6.7,3.3,1.5,0.4,0.2,0.054,-3.3,0
26,PHI,Landry Shamet,Wichita State University,1,61,1302,520,88,70,0.435,0.404,0.824,21.3,8.5,1.4,1.1,2.5,0.093,-1.3,0.2
27,BOS,Robert Williams,Texas A&M University,1,25,221,70,59,5,0.738,,0.667,8.8,2.8,2.4,0.2,1,0.212,4.8,0.4
28,GSW,Jacob Evans,University of Cincinnati,1,23,99,13,9,13,0.24,0.167,0,4.3,0.6,0.4,0.6,-0.2,-0.117,-11.3,-0.2
29,BRK,Dzanan Musa,,1,8,34,16,4,1,0.4,0,0,4.3,2,0.5,0.1,-0.2,-0.226,-13.4,-0.1
30,ATL,Omari Spellman,Villanova University,1,45,786,263,189,45,0.403,0.347,0.698,17.5,5.8,4.2,1,1.2,0.071,-1,0.2
31,PHO,Elie Okobo,,1,42,778,238,81,108,0.378,0.274,0.829,18.5,5.7,1.9,2.6,-0.6,-0.037,-6.4,-0.9
32,MEM,Jevon Carter,West Virginia University,1,26,384,73,35,45,0.241,0.232,0.615,14.8,2.8,1.3,1.7,-0.6,-0.071,-6.1,-0.4
33,DAL,Jalen Brunson,Villanova University,1,53,997,398,111,134,0.445,0.37,0.686,18.8,7.5,2.1,2.5,1.3,0.062,-3,-0.3
34,ATL,Devonte' Graham,University of Kansas,1,31,403,135,37,68,0.369,0.307,0.727,13,4.4,1.2,2.2,0.4,0.042,-4,-0.2
35,ORL,Melvin Frazier,Tulane University,1,7,32,12,3,0,0.429,0,,4.6,1.7,0.4,0,0,-0.046,-11.7,-0.1
36,NYK,Mitchell Robinson,,1,46,854,302,234,25,0.696,,0.568,18.6,6.6,5.1,0.5,3.8,0.214,6.7,1.9
37,SAC,Gary Trent,Duke University,1,9,38,14,4,1,0.263,0.333,0.25,4.2,1.6,0.4,0.1,-0.1,-0.153,-13.6,-0.1
38,PHI,Khyri Thomas,Creighton University,1,18,158,50,15,5,0.354,0.345,0.667,8.8,2.8,0.8,0.3,0.2,0.052,-3.4,-0.1
39,PHI,Isaac Bonga,,1,8,31,8,6,6,0.2,0,0.571,3.9,1,0.8,0.8,0,-0.025,-3.5,0
40,BRK,Rodions Kurucs,,1,44,890,377,157,36,0.461,0.304,0.877,20.2,8.6,3.6,0.8,1.2,0.066,-2.5,-0.1
41,ORL,Jarred Vanderbilt,University of Kentucky,1,6,18,3,12,1,0.2,,0.25,3,0.5,2,0.2,0,-0.079,-7.6,0
42,DET,Bruce Brown,University of Miami,1,53,1065,249,144,70,0.387,0.267,0.688,20.1,4.7,2.7,1.3,0.8,0.035,-2.5,-0.1
43,DEN,Justin Jackson,University of Maryland,,,,,,,,,,,,,,,,,
44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,
45,BRK,Hamidou Diallo,University of Kentucky,1,45,515,190,94,17,0.466,0.174,0.61,11.4,4.2,2.1,0.4,0.8,0.077,-4.5,-0.3
46,HOU,De'Anthony Melton,University of Southern California,1,35,694,185,89,114,0.371,0.308,0.833,19.8,5.3,2.5,3.3,-0.1,-0.008,-2.7,-0.1
47,LAL,Sviatoslav Mykhailiuk,University of Kansas,1,40,429,130,35,35,0.331,0.322,0.6,10.7,3.3,0.9,0.9,-0.1,-0.013,-5.8,-0.4
48,MIN,Keita Bates-Diop,Ohio State University,1,10,76,19,16,2,0.421,0.111,0.4,7.6,1.9,1.6,0.2,0.1,0.038,-3.9,0
49,SAS,Chimezie Metu,University of Southern California,1,28,140,47,34,13,0.315,0,0.765,5,1.7,1.2,0.5,-0.3,-0.109,-9.1,-0.3
50,IND,Alize Johnson,Missouri State,1,11,32,6,8,0,0.2,0.5,0.25,2.9,0.5,0.7,0,-0.1,-0.098,-16.9,-0.1
51,NOP,Tony Carr,Pennsylvania State University,,,,,,,,,,,,,,,,,
52,UTA,Vince Edwards,Purdue University,1,2,16,3,2,0,0.25,0.25,,8,1.5,1,0,0,-0.024,-10.3,0
53,OKC,Devon Hall,University of Virginia,,,,,,,,,,,,,,,,,
54,DAL,Shake Milton,Southern Methodist University,1,13,126,54,20,13,0.435,0.4,0.8,9.7,4.2,1.5,1,0.4,0.141,0.4,0.1
55,CHO,Arnoldas Kulboka,,,,,,,,,,,,,,,,,,
56,PHI,Ray Spalding,University of Louisville,1,1,1,0,0,0,,,,1,0,0,0,0,0.003,-5.8,0
57,OKC,Kevin Hervey,University of Texas at Arlington,,,,,,,,,,,,,,,,,
58,DEN,Thomas Welsh,"University of California, Los Angeles",1,9,33,14,4,4,0.5,0.429,0.5,3.7,1.6,0.4,0.4,0.1,0.136,-3,0
59,PHO,George King,University of Colorado,1,1,6,0,1,0,,,,6,0,1,0,0,-0.001,-10.6,0
60,PHI,Kostas Antetokounmpo,University of Dayton,,,,,,,,,,,,,,,,,
1,PHI,Markelle Fultz,University of Washington,2,33,680,255,113,112,0.414,0.267,0.534,20.6,7.7,3.4,3.4,0.6,0.04,-2.9,-0.2
2,LAL,Lonzo Ball,"University of California, Los Angeles",2,99,3203,993,611,631,0.38,0.315,0.437,32.4,10,6.2,6.4,3.6,0.054,1.1,2.5
3,BOS,Jayson Tatum,Duke University,2,142,4371,2122,789,241,0.466,0.406,0.842,30.8,14.9,5.6,1.7,11.7,0.128,0.3,2.6
4,PHO,Josh Jackson,University of Kansas,2,139,3456,1699,610,263,0.417,0.274,0.648,24.9,12.2,4.4,1.9,-2.3,-0.031,-4.6,-2.3
5,SAC,De'Aaron Fox,University of Kentucky,2,133,3922,1882,424,752,0.434,0.34,0.726,29.5,14.2,3.2,5.7,3.4,0.042,-1.9,0.1
6,ORL,Jonathan Isaac,Florida State University,2,84,2035,675,401,72,0.417,0.316,0.827,24.2,8,4.8,0.9,3,0.07,-0.6,0.7
7,MIN,Lauri Markkanen,University of Arizona,2,107,3296,1788,862,132,0.438,0.367,0.859,30.8,16.7,8.1,1.2,5.8,0.084,-1.7,0.3
8,NYK,Frank Ntilikina,,2,119,2578,704,259,366,0.356,0.307,0.729,21.7,5.9,2.2,3.1,-1.7,-0.032,-4.4,-1.5
9,DAL,Dennis Smith,North Carolina State University,2,112,3277,1632,387,569,0.408,0.319,0.674,29.3,14.6,3.5,5.1,0,0,-2,0
10,SAC,Zach Collins,Gonzaga University,2,125,2097,686,469,108,0.438,0.322,0.736,16.8,5.5,3.8,0.9,3.1,0.07,-1.4,0.3
11,CHO,Malik Monk,University of Kentucky,2,121,1882,982,165,191,0.376,0.334,0.877,15.6,8.1,1.4,1.6,0.3,0.009,-4.2,-1.1
12,DET,Luke Kennard,Duke University,2,115,2362,929,294,187,0.437,0.396,0.825,20.5,8.1,2.6,1.6,3.9,0.08,-1.7,0.2
13,DEN,Donovan Mitchell,University of Louisville,2,136,4553,2924,527,522,0.43,0.336,0.801,33.5,21.5,3.9,3.8,7.9,0.084,0.5,2.9
14,MIA,Bam Adebayo,University of Kentucky,2,130,2718,961,782,225,0.537,0.063,0.723,20.9,7.4,6,1.7,8.7,0.153,1.2,2.2
15,POR,Justin Jackson,University of North Carolina,2,128,2677,832,342,145,0.432,0.324,0.778,20.9,6.5,2.7,1.1,2.7,0.048,-2.8,-0.5
16,CHI,Justin Patton,Creighton University,1,1,4,2,0,0,0.5,,,4,2,0,0,0,0.151,3.3,0
17,MIL,D.J. Wilson,University of Michigan,2,53,626,190,150,31,0.451,0.375,0.4,11.8,3.6,2.8,0.6,1.3,0.097,-1.4,0.1
18,IND,T.J. Leaf,"University of California, Los Angeles",2,95,832,313,166,26,0.508,0.358,0.622,8.8,3.3,1.7,0.3,1.9,0.109,-3.3,-0.3
19,ATL,John Collins,Wake Forest University,2,120,3163,1672,980,188,0.573,0.368,0.743,26.4,13.9,8.2,1.6,9.9,0.151,1.4,2.7
20,POR,Harry Giles,Duke University,1,48,634,311,176,63,0.506,0,0.625,13.2,6.5,3.7,1.3,0.8,0.057,-2.2,0
21,OKC,Terrance Ferguson,,2,114,2076,553,138,67,0.431,0.362,0.7,18.2,4.9,1.2,0.6,3.3,0.077,-2.1,0
22,BRK,Jarrett Allen,University of Texas at Austin,2,133,3083,1270,916,139,0.582,0.2,0.745,23.2,9.5,6.9,1,10,0.156,1.4,2.7
23,TOR,OG Anunoby,Indiana University,2,125,2517,800,340,89,0.458,0.36,0.558,20.1,6.4,2.7,0.7,4.4,0.084,-0.3,1.1
24,UTA,Tyler Lydon,Syracuse University,2,25,92,21,17,5,0.471,0.4,0.333,3.7,0.8,0.7,0.2,0.1,0.067,-3.2,0
25,ORL,Anzejs Pasecniks,,,,,,,,,,,,,,,,,,
26,POR,Caleb Swanigan,Purdue University,2,45,334,96,106,21,0.365,0.154,0.72,7.4,2.1,2.4,0.5,-0.3,-0.039,-7.2,-0.4
27,BRK,Kyle Kuzma,University of Utah,2,134,4271,2334,803,281,0.46,0.344,0.732,31.9,17.4,6,2.1,7,0.079,-1.2,0.8
28,LAL,Tony Bradley,University of North Carolina,2,10,38,8,14,1,0.214,0,1,3.8,0.8,1.4,0.1,0,-0.056,-12.7,-0.1
29,SAS,Derrick White,University of Colorado,2,65,1352,515,196,183,0.492,0.38,0.752,20.8,7.9,3,2.8,2.9,0.103,0.6,0.9
30,UTA,Josh Hart,Villanova University,2,121,2949,960,486,163,0.436,0.361,0.693,24.4,7.9,4,1.3,5.2,0.085,-0.4,1.2
31,CHO,Frank Jackson,Duke University,1,48,768,294,87,46,0.42,0.276,0.75,16,6.1,1.8,1,0.2,0.013,-5.3,-0.6
32,PHO,Davon Reed,University of Miami,2,28,262,68,41,15,0.3,0.308,0.667,9.4,2.4,1.5,0.5,-0.3,-0.049,-6.5,-0.3
33,ORL,Wesley Iwundu,Kansas State University,2,111,1879,472,262,100,0.417,0.275,0.772,16.9,4.3,2.4,0.9,1.8,0.045,-3.3,-0.6
34,SAC,Frank Mason,University of Kansas,2,86,1379,578,168,229,0.389,0.309,0.774,16,6.7,2,2.7,1,0.033,-3.6,-0.6
35,ORL,Ivan Rabb,University of California,2,68,903,374,277,61,0.583,0.286,0.737,13.3,5.5,4.1,0.9,2.6,0.138,-0.6,0.3
36,PHI,Jonah Bolden,,1,32,414,135,113,21,0.514,0.328,0.444,12.9,4.2,3.5,0.7,0.8,0.092,0.1,0.2
37,BOS,Semi Ojeleye,Southern Methodist University,2,115,1604,337,228,38,0.379,0.316,0.631,13.9,2.9,2,0.3,1.8,0.055,-3.5,-0.6
38,CHI,Jordan Bell,University of Oregon,2,108,1390,426,349,161,0.588,0,0.667,12.9,3.9,3.2,1.5,4.5,0.154,2.7,1.7
39,PHI,Jawun Evans,Oklahoma State University,2,55,842,237,96,110,0.346,0.268,0.776,15.3,4.3,1.7,2,-0.4,-0.021,-5.1,-0.7
40,NOP,Dwayne Bacon,Florida State University,2,78,978,286,163,55,0.42,0.353,0.811,12.5,3.7,2.1,0.7,0.3,0.016,-5.4,-0.8
41,ATL,Tyler Dorsey,University of Oregon,2,86,1248,510,180,97,0.378,0.346,0.681,14.5,5.9,2.1,1.1,0.5,0.018,-4.7,-0.8
42,UTA,Thomas Bryant,Indiana University,2,66,1056,529,316,70,0.619,0.338,0.773,16,8,4.8,1.1,4,0.182,1.4,0.9
43,HOU,Isaiah Hartenstein,,1,27,220,53,47,14,0.488,0.333,0.786,8.1,2,1.7,0.5,0.4,0.087,-1.2,0
44,NYK,Damyean Dotson,University of Oregon,2,97,1802,701,267,112,0.43,0.367,0.707,18.6,7.2,2.8,1.2,2.1,0.057,-2,0
45,HOU,Dillon Brooks,University of Oregon,2,100,2680,1033,288,151,0.435,0.359,0.745,26.8,10.3,2.9,1.5,1.2,0.021,-3.5,-1
46,PHI,Sterling Brown,Southern Methodist University,2,102,1545,469,277,85,0.428,0.356,0.796,15.1,4.6,2.7,0.8,2.3,0.072,-2.7,-0.3
47,IND,Ike Anigbogu,"University of California, Los Angeles",2,14,36,13,12,1,0.333,,0.833,2.6,0.9,0.9,0.1,0,0.059,-6.8,0
48,MIL,Sindarius Thornwell,University of South Carolina,2,118,1408,330,176,82,0.417,0.338,0.676,11.9,2.8,1.5,0.7,0.9,0.03,-2.2,-0.1
49,DEN,Vlatko Cancar,,,,,,,,,,,,,,,,,,
50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,
51,DEN,Monte Morris,Iowa State University,2,64,1522,651,163,240,0.492,0.418,0.793,23.8,10.2,2.5,3.8,5,0.156,0.4,0.9
52,NOP,Edmond Sumner,Xavier University,2,18,169,43,20,7,0.34,0.2,0.417,9.4,2.4,1.1,0.4,-0.1,-0.019,-4.6,-0.1
53,BOS,Kadeem Allen,University of Arizona,2,28,332,120,40,57,0.439,0.296,0.743,11.9,4.3,1.4,2,0.6,0.08,-2.6,0
54,PHO,Alec Peters,Valparaiso University,1,20,225,82,37,12,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-3.3,-0.1
55,UTA,Nigel Williams-Goss,Gonzaga University,,,,,,,,,,,,,,,,,
56,BOS,Jabari Bird,University of California,1,13,115,39,19,8,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.098,-2.1,0
57,BRK,Aleksandar Vezenkov,,,,,,,,,,,,,,,,,,
58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,
59,SAS,Jaron Blossomgame,Clemson University,1,27,439,114,98,13,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.032,-4.4,-0.3
60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,
1,PHI,Ben Simmons,Louisiana State University,2,142,4809,2309,1211,1138,0.554,0,0.573,33.9,16.3,8.5,8,15.7,0.156,4.4,7.7
2,LAL,Brandon Ingram,Duke University,3,188,5936,2583,882,547,0.456,0.326,0.661,31.6,13.7,4.7,2.9,4.4,0.036,-2.7,-1
3,BOS,Jaylen Brown,University of California,3,205,4967,2255,819,257,0.458,0.359,0.663,24.2,11,4,1.3,8.2,0.08,-1.8,0.3
4,PHO,Dragan Bender,,3,151,2970,772,540,174,0.381,0.326,0.682,19.7,5.1,3.6,1.2,-0.4,-0.006,-3.4,-1
5,MIN,Kris Dunn,Providence College,3,164,3912,1376,526,709,0.418,0.313,0.717,23.9,8.4,3.2,4.3,1.4,0.017,-1.4,0.6
6,NOP,Buddy Hield,University of Oklahoma,3,223,5850,3216,894,417,0.45,0.424,0.86,26.2,14.4,4,1.9,8.5,0.07,-0.6,2.1
7,DEN,Jamal Murray,University of Kentucky,3,218,6159,3163,745,716,0.432,0.363,0.876,28.3,14.5,3.4,3.3,10.2,0.079,-1,1.5
8,SAC,Marquese Chriss,University of Washington,3,178,3525,1413,813,155,0.435,0.307,0.624,19.8,7.9,4.6,0.9,2.6,0.035,-2.1,0
9,TOR,Jakob Poeltl,University of Utah,3,195,3047,1047,856,141,0.639,0.5,0.569,15.6,5.4,4.4,0.7,10.5,0.166,2.5,3.4
10,MIL,Thon Maker,,3,173,2310,774,455,89,0.424,0.333,0.665,13.4,4.5,2.6,0.5,3.9,0.081,-2.2,-0.1
11,ORL,Domantas Sabonis,Gonzaga University,3,214,4909,2181,1408,395,0.512,0.343,0.729,22.9,10.2,6.6,1.8,12.2,0.12,-0.4,2
12,UTA,Taurean Prince,Baylor University,3,181,4555,2020,696,347,0.422,0.373,0.828,25.2,11.2,3.8,1.9,3.9,0.041,-1.5,0.6
13,PHO,Georgios Papagiannis,,2,39,477,160,123,29,0.514,0,0.857,12.2,4.1,3.2,0.7,0.4,0.044,-3,-0.1
14,CHI,Denzel Valentine,Michigan State University,2,134,3071,1074,544,307,0.399,0.374,0.754,22.9,8,4.1,2.3,3.1,0.048,-1.2,0.6
15,DEN,Juan Hernangomez,,3,144,2368,781,491,89,0.444,0.376,0.762,16.4,5.4,3.4,0.6,5.2,0.105,-1,0.6
16,BOS,Guerschon Yabusele,,2,64,408,139,88,28,0.43,0.286,0.694,6.4,2.2,1.4,0.4,0.9,0.105,-1,0.1
17,MEM,Wade Baldwin,Vanderbilt University,3,56,579,174,69,78,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.7,-0.5
18,DET,Henry Ellenson,Marquette University,3,62,567,249,145,33,0.368,0.342,0.805,9.1,4,2.3,0.5,0.2,0.014,-6.5,-0.6
19,DEN,Malik Beasley,Florida State University,3,145,2220,996,244,118,0.477,0.408,0.798,15.3,6.9,1.7,0.8,4.7,0.103,-1.4,0.3
20,IND,Caris LeVert,University of Michigan,3,149,3683,1645,529,488,0.439,0.329,0.717,24.7,11,3.6,3.3,4.9,0.063,-0.7,1.2
21,ATL,DeAndre Bembry,Saint Joseph's University,3,126,2331,737,398,231,0.437,0.282,0.571,18.5,5.8,3.2,1.8,0.2,0.005,-3.2,-0.7
22,CHO,Malachi Richardson,Syracuse University,3,70,625,198,70,24,0.358,0.301,0.783,8.9,2.8,1,0.3,-0.1,-0.009,-6.8,-0.8
23,BOS,Ante Zizic,,2,77,989,440,295,37,0.579,,0.727,12.8,5.7,3.8,0.5,2.4,0.115,-2.9,-0.2
24,PHI,Timothe Luwawu,,3,151,2255,827,261,139,0.381,0.316,0.823,14.9,5.5,1.7,0.9,1.4,0.03,-4.7,-1.5
25,LAC,Brice Johnson,University of North Carolina,2,21,107,47,34,3,0.449,0,0.6,5.1,2.2,1.6,0.1,0.1,0.062,-2.5,0
26,PHI,Furkan Korkmaz,,2,60,734,292,116,55,0.389,0.327,0.804,12.2,4.9,1.9,0.9,1.1,0.074,-2.4,-0.1
27,TOR,Pascal Siakam,New Mexico State University,3,197,4466,1811,978,351,0.529,0.295,0.736,22.7,9.2,5,1.8,13.4,0.144,2.2,4.7
28,PHO,Skal Labissiere,University of Kentucky,3,108,1969,848,475,105,0.475,0.357,0.754,18.2,7.9,4.4,1,2.7,0.065,-2.7,-0.4
29,SAS,Dejounte Murray,University of Washington,2,119,2065,784,501,279,0.441,0.316,0.708,17.4,6.6,4.2,2.3,3.2,0.074,0.3,1.2
30,GSW,Damian Jones,Vanderbilt University,3,49,584,174,112,30,0.643,,0.577,11.9,3.6,2.3,0.6,1.5,0.127,-0.3,0.2
31,BOS,Deyonta Davis,Michigan State University,2,98,1181,418,310,42,0.593,,0.64,12.1,4.3,3.2,0.4,3.2,0.13,-1.5,0.2
32,LAL,Ivica Zubac,,3,121,1672,786,492,90,0.535,0,0.772,13.8,6.5,4.1,0.7,4.2,0.12,-1.9,0.1
33,LAC,Cheick Diallo,University of Kansas,3,114,1316,573,477,38,0.58,0,0.741,11.5,5,4.2,0.3,4.1,0.148,-2.7,-0.2
34,PHO,Tyler Ulis,University of Kentucky,3,133,2782,998,223,537,0.403,0.28,0.808,20.9,7.5,1.7,4,0.5,0.008,-4.7,-1.9
35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,
36,MIL,Malcolm Brogdon,University of Virginia,3,180,5088,2305,639,659,0.483,0.407,0.898,28.3,12.8,3.6,3.7,13.1,0.124,0,2.6
37,HOU,Chinanu Onuaku,University of Louisville,2,6,74,18,14,4,0.583,,1,12.3,3,2.3,0.7,0.1,0.043,-4.1,0
38,MIL,Patrick McCaw,"University of Nevada, Las Vegas",3,144,2239,551,213,172,0.415,0.286,0.8,15.5,3.8,1.5,1.2,2.4,0.051,-2.6,-0.3
39,NOP,David Michineau,,,,,,,,,,,,,,,,,,
40,NOP,Diamond Stone,University of Maryland,1,7,24,10,6,0,0.231,,1,3.4,1.4,0.9,0,-0.1,-0.211,-24.1,-0.1
41,ORL,Stephen Zimmerman,"University of Nevada, Las Vegas",1,19,108,23,35,4,0.323,,0.6,5.7,1.2,1.8,0.2,0,-0.005,-7.3,-0.1
42,UTA,Isaiah Whitehead,Seton Hall University,2,89,1823,643,210,212,0.411,0.305,0.788,20.5,7.2,2.4,2.4,-0.9,-0.025,-4.9,-1.4
43,HOU,Zhou Qi,,2,19,125,24,22,2,0.212,0.105,0.667,6.6,1.3,1.2,0.1,-0.2,-0.093,-7.1,-0.2
44,ATL,Isaia Cordinier,,,,,,,,,,,,,,,,,,
45,BOS,Demetrius Jackson,University of Notre Dame,3,26,136,48,19,17,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.2,0.087,-2.1,0
46,DAL,A.J. Hammons,Purdue University,1,22,163,48,36,4,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,-0.001,-5.6,-0.1
47,ORL,Jake Layman,University of Maryland,3,120,1329,511,195,58,0.462,0.323,0.733,11.1,4.3,1.6,0.5,2.3,0.083,-1.3,0.2
48,CHI,Paul Zipser,,2,98,1667,458,256,82,0.371,0.335,0.769,17,4.7,2.6,0.8,0,-0.001,-4.8,-1.2
49,DET,Michael Gbinije,Syracuse University,1,9,32,4,3,2,0.1,0,1,3.6,0.4,0.3,0.2,-0.1,-0.136,-10.5,-0.1
